CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer
CR0974,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0974,CR0974,INNER,MAZDA,6,5.33,31.98,USD,B2B,SELL-IN,NAM BAC
CR0411,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0411,CR0411,INNER,MAZDA,4,3.69,14.76,USD,B2B,SELL-IN,NAM BAC
CE0421L,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0421L,CE0421L,OUTER,MITSUBISHI,20,4.38,87.6,USD,B2B,SELL-IN,PAM
CE0262,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0262,CE0262,OUTER,ISUZU,100,6.12,612.0,USD,B2B,SELL-IN,PAM
CE0263R,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0263R,CE0263R,OUTER,ISUZU,30,8.33,249.9,USD,B2B,SELL-IN,PAM
CE0421R,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0421R,CE0421R,OUTER,MITSUBISHI,20,4.38,87.6,USD,B2B,SELL-IN,PAM
CE0430,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0430,CE0430,OUTER,MITSUBISHI,30,6.86,205.8,USD,B2B,SELL-IN,PAM
CE0261,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0261,CE0261,OUTER,ISUZU,100,6.12,612.0,USD,B2B,SELL-IN,PAM
CE0429,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0429,CE0429,OUTER,MITSUBISHI,30,6.87,206.1,USD,B2B,SELL-IN,PAM
CE0273R,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0273R,CE0273R,OUTER,ISUZU,20,5.65,113.0,USD,B2B,SELL-IN,PAM
CE0425,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0425,CE0425,OUTER,MITSUBISHI,80,7.16,572.8,USD,B2B,SELL-IN,PAM
CE0277,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0277,CE0277,OUTER,KIA,20,4.69,93.80000000000001,USD,B2B,SELL-IN,PAM
CE0276,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0276,CE0276,OUTER,KIA,20,4.69,93.80000000000001,USD,B2B,SELL-IN,PAM
CE0426,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0426,CE0426,OUTER,MITSUBISHI,80,7.16,572.8,USD,B2B,SELL-IN,PAM
CE0273L,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0273L,CE0273L,OUTER,ISUZU,30,5.65,169.5,USD,B2B,SELL-IN,PAM
CE0263L,2025-05-05,ASIA,말레이시아,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0263L,CE0263L,OUTER,ISUZU,30,8.33,249.9,USD,B2B,SELL-IN,PAM
CR1006,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR1006,CR1006,INNER,CHEVROLET,50,4.34,217.0,USD,B2B,SELL-IN,GP
CR1009,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR1009,CR1009,INNER,MITSUBISHI,50,4.64,231.99999999999997,USD,B2B,SELL-IN,GP
CR0486,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0486,CR0486,INNER,NISSAN,32,5.89,188.48,USD,B2B,SELL-IN,GP
CB0646,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,BALL JOINT,CB0646,CB0646,,FORD,50,3.78,189.0,USD,B2B,SELL-IN,GP
CE0294,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0294,CE0294,OUTER,GM KOREA,110,4.22,464.2,USD,B2B,SELL-IN,GP
CE0220,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0220,CE0220,OUTER,HONDA,20,5.15,103.0,USD,B2B,SELL-IN,GP
CE0287L,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0287L,CE0287L,OUTER,GM KOREA,26,3.57,92.82,USD,B2B,SELL-IN,GP
CL0246R,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0246R,CL0246R,,OPEL,40,3.32,132.79999999999998,USD,B2B,SELL-IN,GP
CE0287R,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0287R,CE0287R,OUTER,GM KOREA,26,3.57,92.82,USD,B2B,SELL-IN,GP
CE0762,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0762,CE0762,OUTER,TOYOTA,36,4.68,168.48,USD,B2B,SELL-IN,GP
CE0291,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0291,CE0291,OUTER,OPEL,28,4.96,138.88,USD,B2B,SELL-IN,GP
CL0246L,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0246L,CL0246L,,OPEL,30,3.32,99.6,USD,B2B,SELL-IN,GP
CL0251,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0251,CL0251,,GM KOREA,20,3.77,75.4,USD,B2B,SELL-IN,GP
CE0731R,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0731R,CE0731R,OUTER,TOYOTA,26,4.17,108.42,USD,B2B,SELL-IN,GP
CE0259,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0259,CE0259,OUTER,ISUZU,36,3.62,130.32,USD,B2B,SELL-IN,GP
CL0575,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0575,CL0575,,TOYOTA,64,4.46,285.44,USD,B2B,SELL-IN,GP
CB0408,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,BALL JOINT,CB0408,CB0408,,TOYOTA,200,5.96,1192.0,USD,B2B,SELL-IN,GP
CL0574,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0574,CL0574,,TOYOTA,80,4.46,356.8,USD,B2B,SELL-IN,GP
CL0353L,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0353L,CL0353L,,GM,20,3.29,65.8,USD,B2B,SELL-IN,GP
CE0260,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0260,CE0260,OUTER,OPEL,36,3.62,130.32,USD,B2B,SELL-IN,GP
CE0731L,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0731L,CE0731L,OUTER,TOYOTA,26,4.17,108.42,USD,B2B,SELL-IN,GP
CR0440,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0440,CR0440,INNER,MAZDA,20,5.0,100.0,USD,B2B,SELL-IN,GP
CL0353R,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0353R,CL0353R,,GM,20,3.29,65.8,USD,B2B,SELL-IN,GP
CR0242,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0242,CR0242,INNER,GM KOREA,20,4.11,82.2,USD,B2B,SELL-IN,GP
CE0199,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0199,CE0199,OUTER,HONDA,22,3.39,74.58,USD,B2B,SELL-IN,GP
CE0219,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0219,CE0219,OUTER,HONDA,20,5.15,103.0,USD,B2B,SELL-IN,GP
CB0164,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,BALL JOINT,CB0164,CB0164,,GM KOREA,30,5.42,162.6,USD,B2B,SELL-IN,GP
CE0289,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0289,CE0289,OUTER,GM,108,3.87,417.96000000000004,USD,B2B,SELL-IN,GP
CL0249,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0249,CL0249,,GM KOREA,30,3.33,99.9,USD,B2B,SELL-IN,GP
CL0287R,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0287R,CL0287R,,HYUNDAI,20,3.48,69.6,USD,B2B,SELL-IN,THAN CONG
CE0864R,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0864R,CE0864R,OUTER,MAZDA,5,6.91,34.55,USD,B2B,SELL-IN,THAN CONG
CL0355,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0355,CL0355,,KIA,10,4.68,46.8,USD,B2B,SELL-IN,THAN CONG
CL0337R,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0337R,CL0337R,,KIA,20,2.96,59.2,USD,B2B,SELL-IN,THAN CONG
CE0864L,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0864L,CE0864L,OUTER,MAZDA,20,6.91,138.2,USD,B2B,SELL-IN,THAN CONG
CL0288R,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0288R,CL0288R,,HYUNDAI,20,3.65,73.0,USD,B2B,SELL-IN,THAN CONG
CE0349,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0349,CE0349,OUTER,HYUNDAI,30,6.46,193.8,USD,B2B,SELL-IN,THAN CONG
CB0186,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0186,CB0186,,HYUNDAI,40,2.87,114.80000000000001,USD,B2B,SELL-IN,THAN CONG
CL0425L,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0425L,CL0425L,,MAZDA,16,3.26,52.16,USD,B2B,SELL-IN,THAN CONG
CL0288L,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0288L,CL0288L,,HYUNDAI,40,3.65,146.0,USD,B2B,SELL-IN,THAN CONG
CR0436,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0436,CR0436,INNER,MAZDA,10,4.7,47.0,USD,B2B,SELL-IN,THAN CONG
CL0057,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0057,CL0057,,TOYOTA,80,2.63,210.39999999999998,USD,B2B,SELL-IN,THAN CONG
CE0864R,2025-05-15,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0864R,CE0864R,OUTER,MAZDA,15,6.91,103.65,USD,B2B,SELL-IN,THAN CONG
CE0264,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0264,CE0264,OUTER,ISUZU,360,4.02,1447.1999999999998,USD,B2B,SELL-IN,AUTO CORP
CR0229,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0229,CR0229,INNER,ISUZU,20,8.08,161.6,USD,B2B,SELL-IN,AUTO CORP
CE0235,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0235,CE0235,OUTER,HONDA,182,4.93,897.26,USD,B2B,SELL-IN,AUTO CORP
CE0781,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0781,CE0781,OUTER,TOYOTA,120,5.41,649.2,USD,B2B,SELL-IN,AUTO CORP
CR0230,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0230,CR0230,INNER,ISUZU,20,7.73,154.60000000000002,USD,B2B,SELL-IN,AUTO CORP
CB0406,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,BALL JOINT,CB0406,CB0406,,TOYOTA,40,4.92,196.8,USD,B2B,SELL-IN,AUTO CORP
CL0251,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0251,CL0251,,GMDAT,20,3.77,75.4,USD,B2B,SELL-IN,AUTO CORP
CL0430,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0430,CL0430,,TOYOTA,10,3.22,32.2,USD,B2B,SELL-IN,AUTO CORP
CL0591,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0591,CL0591,,TOYOTA,750,3.6,2700.0,USD,B2B,SELL-IN,AUTO CORP
CR0185,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0185,CR0185,INNER,HONDA,256,4.73,1210.88,USD,B2B,SELL-IN,AUTO CORP
CE0782,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0782,CE0782,OUTER,TOYOTA,100,5.41,541.0,USD,B2B,SELL-IN,AUTO CORP
CR0223,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0223,CR0223,INNER,ISUZU,180,5.65,1017.0000000000001,USD,B2B,SELL-IN,AUTO CORP
CB0149,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,BALL JOINT,CB0149,CB0149,,ISUZU,372,8.34,3102.48,USD,B2B,SELL-IN,AUTO CORP
CL0246R,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0246R,CL0246R,,GMDAT,60,3.32,199.2,USD,B2B,SELL-IN,AUTO CORP
CL0120,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0120,CL0120,,TOYOTA,300,3.41,1023.0,USD,B2B,SELL-IN,AUTO CORP
CL0246L,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0246L,CL0246L,,GMDAT,50,3.32,166.0,USD,B2B,SELL-IN,AUTO CORP
CL0477,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0477,CL0477,,NISSAN,70,3.47,242.9,USD,B2B,SELL-IN,AUTO CORP
CR0665,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0665,CR0665,INNER,TOYOTA,192,5.01,961.92,USD,B2B,SELL-IN,AUTO CORP
CB0153,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,BALL JOINT,CB0153,CB0153,,ISUZU,120,5.49,658.8000000000001,USD,B2B,SELL-IN,AUTO CORP
CB0221,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,BALL JOINT,CB0221,CB0221,,KIA,24,6.59,158.16,USD,B2B,SELL-IN,AUTO CORP
CL0201,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0201,CL0201,,HONDA,850,3.34,2839.0,USD,B2B,SELL-IN,AUTO CORP
CL0574,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0574,CL0574,,TOYOTA,576,4.46,2568.96,USD,B2B,SELL-IN,AUTO CORP
CE0762,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0762,CE0762,OUTER,TOYOTA,180,4.68,842.4,USD,B2B,SELL-IN,AUTO CORP
CE0234,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0234,CE0234,OUTER,HONDA,182,4.93,897.26,USD,B2B,SELL-IN,AUTO CORP
CE0289,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0289,CE0289,OUTER,GMDAT,36,3.87,139.32,USD,B2B,SELL-IN,AUTO CORP
CB0155,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,BALL JOINT,CB0155,CB0155,,ISUZU,360,5.02,1807.1999999999998,USD,B2B,SELL-IN,AUTO CORP
CL0575,2025-05-20,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0575,CL0575,,TOYOTA,656,4.46,2925.7599999999998,USD,B2B,SELL-IN,AUTO CORP
CE0288L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0288L,CE0288L,OUTER,GMDAT,40,4.68,187.2,USD,B2B,SELL-IN,MAST
CR0244,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0244,CR0244,INNER,GMDAT,100,5.59,559.0,USD,B2B,SELL-IN,MAST
CL0355,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0355,CL0355,,KIA,50,4.68,234.0,USD,B2B,SELL-IN,MAST
CL0278,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0278,CL0278,,HYUNDAI,20,3.44,68.8,USD,B2B,SELL-IN,MAST
CL0298,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0298,CL0298,,HYUNDAI,300,4.75,1425.0,USD,B2B,SELL-IN,MAST
CL0455,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0455,CL0455,,NISSAN,40,4.35,174.0,USD,B2B,SELL-IN,MAST
CR0311,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0311,CR0311,INNER,KIA,25,3.62,90.5,USD,B2B,SELL-IN,MAST
CL0277R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0277R,CL0277R,,HYUNDAI,60,3.68,220.8,USD,B2B,SELL-IN,MAST
CL0302R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0302R,CL0302R,,HYUNDAI,10,3.35,33.5,USD,B2B,SELL-IN,MAST
CR0298,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0298,CR0298,INNER,HYUNDAI,100,4.65,465.00000000000006,USD,B2B,SELL-IN,MAST
CE0484,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0484,CE0484,OUTER,MAZDA,20,5.82,116.4,USD,B2B,SELL-IN,MAST
CE0781,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0781,CE0781,OUTER,TOYOTA,40,4.83,193.2,USD,B2B,SELL-IN,MAST
CE0371R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0371R,CE0371R,OUTER,KIA,150,5.92,888.0,USD,B2B,SELL-IN,MAST
CL0291,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0291,CL0291,,HYUNDAI,2500,3.59,8975.0,USD,B2B,SELL-IN,MAST
CL0288R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0288R,CL0288R,,HYUNDAI,300,3.65,1095.0,USD,B2B,SELL-IN,MAST
CR0273,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0273,CR0273,INNER,HYUNDAI,200,3.38,676.0,USD,B2B,SELL-IN,MAST
CL0086,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0086,CL0086,,TOYOTA,30,3.56,106.8,USD,B2B,SELL-IN,MAST
CL0060,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0060,CL0060,,MAZDA,20,5.98,119.60000000000001,USD,B2B,SELL-IN,MAST
CR0248,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0248,CR0248,INNER,GMDAT,50,4.62,231.0,USD,B2B,SELL-IN,MAST
CE0250L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0250L,CE0250L,OUTER,HONDA,20,5.5,110.0,USD,B2B,SELL-IN,MAST
CE0336L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0336L,CE0336L,OUTER,HYUNDAI,50,4.89,244.49999999999997,USD,B2B,SELL-IN,MAST
CL0357,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0357,CL0357,,KIA,120,4.65,558.0,USD,B2B,SELL-IN,MAST
CL0247,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0247,CL0247,,GMDAT,50,3.34,167.0,USD,B2B,SELL-IN,MAST
CE0731R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0731R,CE0731R,OUTER,TOYOTA,10,4.32,43.2,USD,B2B,SELL-IN,MAST
CL0574,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0574,CL0574,,TOYOTA,50,4.65,232.50000000000003,USD,B2B,SELL-IN,MAST
CR0282,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0282,CR0282,INNER,HYUNDAI,100,5.74,574.0,USD,B2B,SELL-IN,MAST
CB0162,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0162,CB0162,,GMDAT,100,4.17,417.0,USD,B2B,SELL-IN,MAST
CE0250R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0250R,CE0250R,OUTER,HONDA,15,5.5,82.5,USD,B2B,SELL-IN,MAST
CE0373R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0373R,CE0373R,OUTER,KIA,30,6.99,209.70000000000002,USD,B2B,SELL-IN,MAST
CL0425R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0425R,CL0425R,,MAZDA,100,3.26,326.0,USD,B2B,SELL-IN,MAST
CL0248,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0248,CL0248,,GMDAT,250,3.31,827.5,USD,B2B,SELL-IN,MAST
CR0344,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0344,CR0344,INNER,KIA,30,4.93,147.89999999999998,USD,B2B,SELL-IN,MAST
CL0302L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0302L,CL0302L,,HYUNDAI,10,3.35,33.5,USD,B2B,SELL-IN,MAST
CR0340R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0340R,CR0340R,INNER,KIA,20,4.41,88.2,USD,B2B,SELL-IN,MAST
CR0671,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0671,CR0671,INNER,TOYOTA,10,4.89,48.9,USD,B2B,SELL-IN,MAST
CE0765,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0765,CE0765,OUTER,TOYOTA,10,4.82,48.2,USD,B2B,SELL-IN,MAST
CR0495,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0495,CR0495,INNER,NISSAN,40,6.42,256.8,USD,B2B,SELL-IN,MAST
CL0265R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0265R,CL0265R,,HYUNDAI,50,2.96,148.0,USD,B2B,SELL-IN,MAST
CL0387,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0387,CL0387,,MAZDA,60,3.75,225.0,USD,B2B,SELL-IN,MAST
CB0287,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0287,CB0287,,MAZDA,10,8.22,82.2,USD,B2B,SELL-IN,MAST
CB0206,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0206,CB0206,,KIA,50,4.89,244.49999999999997,USD,B2B,SELL-IN,MAST
CL0275,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0275,CL0275,,HYUNDAI,200,3.35,670.0,USD,B2B,SELL-IN,MAST
CB0411,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0411,CB0411,,TOYOTA,20,5.71,114.2,USD,B2B,SELL-IN,MAST
CB0121,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0121,CB0121,,HONDA,10,7.14,71.39999999999999,USD,B2B,SELL-IN,MAST
CL0277L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0277L,CL0277L,,HYUNDAI,50,3.68,184.0,USD,B2B,SELL-IN,MAST
CL0337L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0337L,CL0337L,,KIA,700,2.96,2072.0,USD,B2B,SELL-IN,MAST
CR0240,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0240,CR0240,INNER,GMDAT,20,4.71,94.2,USD,B2B,SELL-IN,MAST
CE0340R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0340R,CE0340R,OUTER,HYUNDAI,50,5.28,264.0,USD,B2B,SELL-IN,MAST
CE0817L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0817L,CE0817L,OUTER,TOYOTA,30,4.71,141.3,USD,B2B,SELL-IN,MAST
CL0300R,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0300R,CL0300R,,HYUNDAI,30,4.56,136.79999999999998,USD,B2B,SELL-IN,MAST
CL0120,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0120,CL0120,,TOYOTA,100,3.8,380.0,USD,B2B,SELL-IN,MAST
CL0313L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0313L,CL0313L,,HYUNDAI,30,4.08,122.4,USD,B2B,SELL-IN,MAST
CL0477,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0477,CL0477,,NISSAN,50,3.83,191.5,USD,B2B,SELL-IN,MAST
CR0665,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0665,CR0665,INNER,TOYOTA,100,5.21,521.0,USD,B2B,SELL-IN,MAST
CB0161,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0161,CB0161,,GMDAT,100,3.96,396.0,USD,B2B,SELL-IN,MAST
CB0226,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0226,CB0226,,KIA,2000,4.32,8640.0,USD,B2B,SELL-IN,MAST
CE0372L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0372L,CE0372L,OUTER,KIA,100,5.4,540.0,USD,B2B,SELL-IN,MAST
